Estacion,Region,Latitude,Longitude,Altitude,Mean value,Ene,Feb,Mar,Abr,May,Jun,Jul,Ago,Sep,Oct,Nov,Dic
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Hunidity,48,50.1,56.5,63.5,72.2,76.6,75.5,70.9,62.9,55.2,50,48.1
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Wind speed,23.4,20,17.2,17.4,14.5,15.4,14.6,14.7,15.8,20.6,23.5,23.8
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Nubosidad total (octavos),3.3,3,3.5,3.8,4.4,4.7,4.5,4.3,4.1,3.9,3.7,3.6
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Precipitation ,18.8,18.4,24.5,43.1,65,79.4,60.2,47,35.7,28.3,20.8,20.8
Esquel Aero,PATAGONIA,-42.92,-71.32,794,Precipitation freq,3.8,3.7,5.6,7,9.7,11,9.4,9.6,7.3,6.1,4.4,4.1
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Temperature,21.5,20.3,17.6,13.3,9.2,6.2,5.8,7.7,10.4,14.1,17.4,20
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Max Temperature,29.2,28.1,25,20.7,15.7,12.2,12.3,14.8,17.5,21.2,24.9,27.5
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Min Temperature,13.6,12.6,10.5,6.7,3.4,0.8,0.2,1.4,3.6,6.5,9.5,11.9
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Hunidity,41.7,49,53.6,57,65.7,69.6,66.9,61.2,56.6,49.6,44.1,41.7
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Wind speed,24.2,23,20.2,19.1,16.6,17.7,17.9,18.4,18.3,22.5,23.7,23.9
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Nubosidad total (octavos),3.6,3.5,3.7,3.8,4.3,4.3,4.2,4.2,4.2,4.2,3.9,3.9
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Precipitation ,13.6,18.9,23.3,24.8,26.3,22.2,17.8,13.9,14.6,19.2,13.7,13.9
Trelew Aero,PATAGONIA,-43.25,-65.3,43,Precipitation freq,3.8,4.1,5.4,4.6,7.1,8,6,6.3,6.1,6,4.7,3.9
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Temperature,19.7,18.8,16.3,13.1,9.6,6.9,6.6,7.9,10.1,13,15.9,18.2
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Max Temperature,26.1,25,22.4,18.6,14.2,10.9,10.8,12.8,15.4,18.8,22.1,24.5
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Min Temperature,13.6,12.9,10.9,8.3,5.5,3.1,2.7,3.6,5.1,7.5,10,12.1
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Hunidity,37.9,42.7,47.2,49.4,57.3,60.1,57.2,54.2,51.5,45.9,40.8,38.9
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Wind speed,25.9,21.2,20.7,22.8,19.4,22.4,19.5,19.2,19.5,23.3,25.1,25.6
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Nubosidad total (octavos),4.3,4.1,4.1,4.2,4.5,4.5,4.5,4.4,4.5,4.6,4.5,4.5
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Precipitation ,11.6,14.4,18.2,25.4,37.4,35.9,23.4,20.1,20.1,16.4,14.5,10.1
Comodoro Rivadavia Aero,PATAGONIA,-45.87,-67.5,46,Precipitation freq,2.9,3.5,4.7,5,6.9,6.7,5.8,6.1,6.3,5.4,4.6,3.9
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Temperature,16.3,15.6,13.2,9.8,6.2,3.4,3.2,4.8,7.4,10.4,13.2,15.1
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Max Temperature,23.1,22.2,19.7,15.7,10.7,7.1,7.3,9.9,13.3,16.6,19.6,21.5
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Min Temperature,9.7,9.2,7.4,4.9,2,-0.1,-0.4,0.6,2.2,4.4,6.7,8.6
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Hunidity,50.9,55.3,58,62.5,69.9,74.4,72.4,68.1,62.3,56.4,51.6,51.4
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Wind speed,30.2,28.8,26.8,26.8,25.5,26.2,25.2,24.9,25.6,28.7,29.6,30.8
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Nubosidad total (octavos),4.6,4.3,4,4,3.9,3.9,3.8,3.9,4.1,4.3,4.6,4.7
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Precipitation ,14.3,22.5,23.4,19.1,31.1,33.7,22.5,18.3,14.3,17.3,14.9,20.2
San Julian Aero,PATAGONIA,-49.3,-67.72,62,Precipitation freq,6.4,6.3,6.7,7.4,8.6,8.4,6.5,6.8,5.9,6.4,6.6,7.5
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Temperature,13.8,13.2,10.8,7.6,4.2,1.4,1.2,3.1,5.7,8.4,11.1,12.8
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Max Temperature,20,19.6,17,13.2,8.4,4.9,4.8,7.4,11.3,14.8,17.2,18.8
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Min Temperature,7.6,7.1,5.3,2.9,0.2,-2,-2.4,-0.6,0.9,2.4,4.8,6.6
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Hunidity,52.4,56.8,62.3,68.9,76.2,80.2,78.4,73.7,66.4,58,52.8,52
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Wind speed,27.1,25.6,22.8,22.5,19.4,19,18.6,19.7,20.3,24.1,26.7,27.4
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Nubosidad total (octavos),5.6,5.2,4.9,4.8,4.5,4.3,4.3,4.4,4.7,4.8,5.2,5.6
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Precipitation ,27.7,27.1,26.7,26.7,26.9,18.3,19.2,16.9,13.3,16.9,22.7,25.9
Rio Gallegos Aero,PATAGONIA,-51.62,-69.28,19,Precipitation freq,10.1,7.9,8.7,8.6,8.3,7.3,7.4,6.4,6.2,6,8,9.6
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Temperature,10.9,10.3,8.1,5.5,2.6,-0.1,-0.2,1.4,3.5,6.2,8.4,10
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Max Temperature,16.1,15.7,13.5,10.5,6.5,3.1,3,5.2,8.3,11.4,13.4,15.1
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Min Temperature,5.7,5.4,3.5,1.6,-0.8,-3.2,-3.1,-1.7,-0.2,1.6,3.3,4.8
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Hunidity,72.7,74.6,77.8,82.4,86,87.7,86.5,84.5,79.5,73.8,70,70.6
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Wind speed,29.1,27.2,25.3,23.4,19.8,17.4,18,20.6,21.9,26.6,28.1,29.6
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Nubosidad total (octavos),5.5,5.2,4.9,4.7,4.4,4.1,4.1,4.2,4.5,4.8,5.2,5.5
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Precipitation ,36,29.7,27.2,28.8,29.4,26.7,23.9,20.7,17.1,18.5,27,36
Rio Grande B.A.,PATAGONIA,-53.78,-67.7,22,Precipitation freq,12.4,10.9,9.9,9.8,9.9,8,7.6,7.6,7.9,7.8,9.2,11.3
